split,circuit,epoch,time-time,num_nodes-num_nodes,mse-AT,mse-slew,mse-netdelay,mse-celldelay,r2-AT,r2-slew,r2-netdelay,r2-celldelay,flattenR2-AT,flattenR2-slew,flattenR2-netdelay,flattenR2-celldelay,model
test,data/8_rat/synth_ram.graph.bin,10.0,0.10421156883239746,25910.0,119.87307739257812,6.334033489227295,1.4226624965667725,0.24880294501781464,-2.70039701461792,-8.381671905517578,0.6219074726104736,-5.650416374206543,-1.6032733917236328,-6.0706048011779785,0.6225922107696533,-1.456590175628662,PreRoutGNN
test,data/8_rat/usbf_device.graph.bin,10.0,0.3733701705932617,66345.0,8.615036964416504,4.0230207443237305,1.1897834539413452,0.12191342562437057,-7.295205116271973,-9.487894058227539,0.3196846842765808,-9.38036060333252,0.5426876544952393,-5.164778709411621,0.31846487522125244,-1.340829610824585,PreRoutGNN
test,data/8_rat/xtea.graph.bin,10.0,0.3456549644470215,10213.0,17.1766300201416,3.832693338394165,1.4936819076538086,0.1542525589466095,-0.09041841328144073,-6.692537784576416,0.12295952439308167,-11.853245735168457,0.45747804641723633,-4.1047468185424805,0.12273377180099487,-1.7948174476623535,PreRoutGNN
test,data/8_rat/y_huff.graph.bin,10.0,0.21683812141418457,48216.0,36.19046401977539,4.250063896179199,1.6764588356018066,0.18222755193710327,-9.717355728149414,-5.193037986755371,0.5209643840789795,-8.550237655639648,-3.096804141998291,-3.7759041786193848,0.5202341079711914,-1.6846084594726562,PreRoutGNN
test,data/8_rat/aes192.graph.bin,20.0,0.6400058269500732,234211.0,2.700676918029785,0.7076712250709534,0.964643657207489,0.04287758469581604,-0.8507720828056335,-1.1698708534240723,0.4508673846721649,-1.395524263381958,0.9480379223823547,-0.18972265720367432,0.45151734352111816,0.18904715776443481,PreRoutGNN
test,data/8_rat/jpeg_encoder.graph.bin,20.0,0.6106421947479248,238216.0,8.401458740234375,0.77676922082901,1.0523988008499146,0.03456845507025719,-1.693917989730835,-1.2637667655944824,0.628430187702179,-1.4139885902404785,0.8684514164924622,-0.2834209203720093,0.6279683709144592,0.26495110988616943,PreRoutGNN
test,data/8_rat/spm.graph.bin,20.0,0.0596013069152832,1121.0,2.3590221405029297,0.5231056809425354,0.9476475715637207,0.06702966243028641,-1.0207105875015259,-0.41652750968933105,-0.13784359395503998,-2.835845947265625,-0.6307729482650757,0.20821315050125122,-0.12990522384643555,-0.6293449401855469,PreRoutGNN
test,data/8_rat/synth_ram.graph.bin,20.0,0.09932374954223633,25910.0,85.93487548828125,0.9405818581581116,2.1350605487823486,0.16419458389282227,-1.4731032848358154,-0.48352310061454773,0.4341167211532593,-2.027688980102539,-0.8662405014038086,-0.04996013641357422,0.4336053729057312,-0.6211979389190674,PreRoutGNN
test,data/8_rat/usbf_device.graph.bin,20.0,0.3656625747680664,66345.0,2.8446245193481445,0.7555608749389648,0.9542063474655151,0.05457526072859764,-0.36187055706977844,-0.8225055932998657,0.4536678194999695,-1.3387624025344849,0.8489986658096313,-0.15780305862426758,0.4534088373184204,-0.04788613319396973,PreRoutGNN
test,data/8_rat/xtea.graph.bin,20.0,0.3459432125091553,10213.0,7.151121616363525,0.8264745473861694,1.0181448459625244,0.06195758283138275,0.20280200242996216,-0.7442541122436523,0.40247225761413574,-1.8488689661026,0.7741326093673706,-0.10077762603759766,0.4020252227783203,-0.12257540225982666,PreRoutGNN
test,data/8_rat/y_huff.graph.bin,20.0,0.21297812461853027,48216.0,2.5537166595458984,1.0396212339401245,1.9186770915985107,0.10196666419506073,-0.8293181657791138,-0.7054650187492371,0.45129430294036865,-2.2558541297912598,0.7109161615371704,-0.16824853420257568,0.45091646909713745,-0.5021909475326538,PreRoutGNN
test,data/8_rat/aes192.graph.bin,30.0,0.6435186862945557,234211.0,3.1090452671051025,0.39584779739379883,0.8329328894615173,0.027284618467092514,-4.623762130737305,-0.1756092607975006,0.526853621006012,-0.7244253158569336,0.9401807188987732,0.33450865745544434,0.5264061689376831,0.48396021127700806,PreRoutGNN
test,data/8_rat/jpeg_encoder.graph.bin,30.0,0.6201348304748535,238216.0,7.104935646057129,0.49684903025627136,0.6975484490394592,0.021641748026013374,-4.235948085784912,-0.5378674268722534,0.7534910440444946,-0.6207137107849121,0.8887521624565125,0.1790785789489746,0.7534108757972717,0.5398191213607788,PreRoutGNN
test,data/8_rat/spm.graph.bin,30.0,0.06163144111633301,1121.0,2.130890130996704,0.4278829097747803,0.9007825255393982,0.048077475279569626,-0.8372703194618225,-0.16408897936344147,-0.060036301612854004,-1.763671875,-0.47306716442108154,0.3523448705673218,-0.07402670383453369,-0.16865861415863037,PreRoutGNN
test,data/8_rat/synth_ram.graph.bin,30.0,0.10029029846191406,25910.0,88.65223693847656,0.8948789238929749,1.412570595741272,0.10949107259511948,-1.5583627223968506,-0.3828282952308655,0.6253236532211304,-1.110429048538208,-0.9252530336380005,0.001057446002960205,0.6252694129943848,-0.08107519149780273,PreRoutGNN
test,data/8_rat/usbf_device.graph.bin,30.0,0.37078094482421875,66345.0,3.299962043762207,0.5273489356040955,0.6336519718170166,0.030987858772277832,-1.801743507385254,-0.26761406660079956,0.6376950740814209,-0.24208658933639526,0.8248279690742493,0.19190341234207153,0.6370297074317932,0.40500974655151367,PreRoutGNN
test,data/8_rat/xtea.graph.bin,30.0,0.3520197868347168,10213.0,6.638092994689941,0.6069808602333069,0.7294864058494568,0.038149137049913406,0.3140396475791931,-0.28911492228507996,0.5737559795379639,-0.9430244565010071,0.790336549282074,0.1915649175643921,0.5715595483779907,0.308796763420105,PreRoutGNN
test,data/8_rat/y_huff.graph.bin,30.0,0.21440839767456055,48216.0,5.236953258514404,0.794060468673706,1.3678196668624878,0.05687475949525833,-2.110643148422241,-0.29657143354415894,0.6087133884429932,-0.8326433897018433,0.4071705937385559,0.10769420862197876,0.6085598468780518,0.1621110439300537,PreRoutGNN
test,data/8_rat/aes192.graph.bin,40.0,0.6460044384002686,234211.0,2.389097213745117,0.36934441328048706,0.7191051840782166,0.026335271075367928,-0.5073336958885193,-0.08280257880687714,0.5913625955581665,-0.5094799399375916,0.954032838344574,0.3790656328201294,0.5911270380020142,0.501915454864502,PreRoutGNN
test,data/8_rat/jpeg_encoder.graph.bin,40.0,0.6295506954193115,238216.0,4.226593017578125,0.47143319249153137,0.5096320509910583,0.024402571842074394,-1.041648268699646,-0.37772393226623535,0.8199348449707031,-0.7659119963645935,0.9338207244873047,0.22107207775115967,0.8198408484458923,0.48111414909362793,PreRoutGNN
test,data/8_rat/spm.graph.bin,40.0,0.09301400184631348,1121.0,2.0895867347717285,0.4435468912124634,0.8902707695960999,0.03851611167192459,-0.7881783246994019,-0.216529980301857,-0.060399129986763,-1.2021123170852661,-0.4445143938064575,0.3286355137825012,-0.06149327754974365,0.06375730037689209,PreRoutGNN
test,data/8_rat/synth_ram.graph.bin,40.0,0.09935832023620605,25910.0,84.88871002197266,1.0750750303268433,0.9772853851318359,0.06867349147796631,-1.4409759044647217,-0.6449620723724365,0.7408443093299866,-0.6079291701316833,-0.8435208797454834,-0.20009326934814453,0.740743100643158,0.3219428062438965,PreRoutGNN
test,data/8_rat/usbf_device.graph.bin,40.0,0.3760068416595459,66345.0,3.455540657043457,0.5244625210762024,0.5800659656524658,0.027622012421488762,-0.1646505743265152,-0.2419542819261551,0.6679140329360962,-0.06715041399002075,0.8165693879127502,0.19632649421691895,0.6677249670028687,0.4696364998817444,PreRoutGNN
test,data/8_rat/xtea.graph.bin,40.0,0.36927056312561035,10213.0,8.411693572998047,0.5992974042892456,0.6478894352912903,0.03117392770946026,0.1645580232143402,-0.2686863839626312,0.6200224161148071,-0.38790833950042725,0.7343175411224365,0.20179855823516846,0.6194828748703003,0.4351767301559448,PreRoutGNN
test,data/8_rat/y_huff.graph.bin,40.0,0.21706104278564453,48216.0,2.2046163082122803,0.9849890470504761,0.849570631980896,0.03318950906395912,-0.8568685054779053,-0.5510695576667786,0.7568362355232239,-0.20940542221069336,0.7504347562789917,-0.1068570613861084,0.7568714618682861,0.511046290397644,PreRoutGNN
test,data/8_rat/aes192.graph.bin,50.0,0.6559972763061523,234211.0,2.6205925941467285,0.33157187700271606,0.5401566028594971,0.023285245522856712,-1.8720145225524902,0.007992982864379883,0.6930485367774963,-0.2569044530391693,0.9495787620544434,0.44256800413131714,0.6928746104240417,0.5596011877059937,PreRoutGNN
test,data/8_rat/jpeg_encoder.graph.bin,50.0,0.6151137351989746,238216.0,5.747721195220947,0.4071107804775238,0.37973690032958984,0.02282548137009144,-2.0643200874328613,-0.23406489193439484,0.8658521175384521,-0.7217923998832703,0.9100031852722168,0.32734906673431396,0.8657598495483398,0.5146487355232239,PreRoutGNN
test,data/8_rat/spm.graph.bin,50.0,0.061400651931762695,1121.0,1.952609658241272,0.425822913646698,0.9400694370269775,0.038684457540512085,-0.6470222473144531,-0.1594802290201187,-0.11105749011039734,-1.1382513046264648,-0.3498232364654541,0.3554629683494568,-0.12086951732635498,0.059665143489837646,PreRoutGNN
test,data/8_rat/synth_ram.graph.bin,50.0,0.10014677047729492,25910.0,86.18904113769531,1.5585787296295166,0.8358777761459351,0.05746575444936752,-1.4753015041351318,-1.3151395320892334,0.7785019278526306,-0.32395464181900024,-0.8717602491378784,-0.7398226261138916,0.7782560586929321,0.43260395526885986,PreRoutGNN
test,data/8_rat/usbf_device.graph.bin,50.0,0.37371110916137695,66345.0,3.424938678741455,0.42264363169670105,0.46365854144096375,0.02622990682721138,-0.441103458404541,-0.01625603437423706,0.734896183013916,-0.04162625968456268,0.8181938529014587,0.35235124826431274,0.7344058156013489,0.496366024017334,PreRoutGNN
test,data/8_rat/xtea.graph.bin,50.0,0.3449068069458008,10213.0,7.011681079864502,0.48994216322898865,0.5573628544807434,0.031990837305784225,0.3040645718574524,-0.034103140234947205,0.674200177192688,-0.44791659712791443,0.7785367965698242,0.3474482297897339,0.6726508140563965,0.4203755855560303,PreRoutGNN
test,data/8_rat/y_huff.graph.bin,50.0,0.2120823860168457,48216.0,4.253955841064453,1.594756841659546,0.8456993699073792,0.034038785845041275,-1.2354689836502075,-1.4227349758148193,0.7582268714904785,-0.24728499352931976,0.5184471011161804,-0.792068362236023,0.7579792737960815,0.498534619808197,PreRoutGNN
test,data/8_rat/aes192.graph.bin,60.0,0.6572411060333252,234211.0,2.9226880073547363,0.31391414999961853,0.4766651391983032,0.020788850262761116,-1.5999832153320312,0.07791838049888611,0.7288451790809631,-0.01110769808292389,0.9437662959098816,0.47225385904312134,0.7289749383926392,0.6068160533905029,PreRoutGNN
test,data/8_rat/jpeg_encoder.graph.bin,60.0,0.6214797496795654,238216.0,5.534533500671387,0.38263973593711853,0.2738495469093323,0.017724040895700455,-1.5694440603256226,-0.1250431090593338,0.9032200574874878,0.020809248089790344,0.913341224193573,0.36778146028518677,0.9031919240951538,0.6231235861778259,PreRoutGNN
test,data/8_rat/spm.graph.bin,60.0,0.06296658515930176,1121.0,1.9486852884292603,0.44329991936683655,0.9424359202384949,0.035570450127124786,-0.6470183730125427,-0.21447724103927612,-0.1149539202451706,-1.161405086517334,-0.347110390663147,0.3290092945098877,-0.12369120121002197,0.13535994291305542,PreRoutGNN
test,data/8_rat/synth_ram.graph.bin,60.0,0.10133123397827148,25910.0,68.49897766113281,1.1989185810089111,0.7517115473747253,0.04420824721455574,-0.923298180103302,-0.736572802066803,0.8006777763366699,-0.24877645075321198,-0.48758649826049805,-0.3383382558822632,0.8005839586257935,0.5635037422180176,PreRoutGNN
test,data/8_rat/usbf_device.graph.bin,60.0,0.3911304473876953,66345.0,2.9773261547088623,0.38402414321899414,0.366675466299057,0.031443312764167786,-0.09837815165519714,0.06552495062351227,0.7902127504348755,-0.1330557018518448,0.8419544696807861,0.4115307927131653,0.7899599075317383,0.39626461267471313,PreRoutGNN
test,data/8_rat/xtea.graph.bin,60.0,0.36395978927612305,10213.0,6.686230182647705,0.4516390264034271,0.470763623714447,0.032485395669937134,0.3200340270996094,0.0444747656583786,0.7243040800094604,-0.26436978578567505,0.7888161540031433,0.39846402406692505,0.7235120534896851,0.4114149212837219,PreRoutGNN
test,data/8_rat/y_huff.graph.bin,60.0,0.2189030647277832,48216.0,5.941617965698242,1.128748893737793,0.8648684620857239,0.05145087465643883,-0.9761297702789307,-0.7466177940368652,0.7521487474441528,-0.6520951986312866,0.32740169763565063,-0.2684035301208496,0.7524935007095337,0.24201661348342896,PreRoutGNN
test,data/8_rat/aes192.graph.bin,70.0,0.6637318134307861,234211.0,2.73294997215271,0.29161161184310913,0.538471519947052,0.02128581330180168,-2.3031435012817383,0.14849019050598145,0.6933498382568359,-0.14504171907901764,0.9474169611930847,0.5097484588623047,0.6938327550888062,0.597416877746582,PreRoutGNN
test,data/8_rat/jpeg_encoder.graph.bin,70.0,0.6236684322357178,238216.0,4.614984035491943,0.3109946846961975,0.2521960437297821,0.021490031853318214,-1.6998573541641235,0.0840863287448883,0.9108169078826904,-0.5859026312828064,0.9277393817901611,0.4861574172973633,0.9108465909957886,0.543045163154602,PreRoutGNN
test,data/8_rat/spm.graph.bin,70.0,0.060639381408691406,1121.0,1.9011918306350708,0.41993448138237,0.8749606013298035,0.02756558172404766,-0.6131464242935181,-0.14446476101875305,-0.03269049525260925,-0.7373092174530029,-0.3142784833908081,0.3643758296966553,-0.04323852062225342,0.3299407958984375,PreRoutGNN
test,data/8_rat/synth_ram.graph.bin,70.0,0.10074186325073242,25910.0,33.16512680053711,2.324573278427124,1.0831652879714966,0.17292912304401398,0.08748717606067657,-2.526862144470215,0.712462842464447,-4.767256736755371,0.27975571155548096,-1.594893217086792,0.7126549482345581,-0.707439661026001,PreRoutGNN
test,data/8_rat/usbf_device.graph.bin,70.0,0.4008808135986328,66345.0,2.329986095428467,0.34138986468315125,0.3001938760280609,0.037024229764938354,-0.12991809844970703,0.16434696316719055,0.8282867074012756,-0.37065577507019043,0.8763172626495361,0.47686249017715454,0.8280420899391174,0.28910690546035767,PreRoutGNN
test,data/8_rat/xtea.graph.bin,70.0,0.3627207279205322,10213.0,8.197696685791016,0.35000425577163696,0.36970171332359314,0.03121689148247242,0.2862737476825714,0.26157963275909424,0.7833235859870911,-0.20429088175296783,0.7410767078399658,0.5338309407234192,0.7828675508499146,0.4343982934951782,PreRoutGNN
test,data/8_rat/y_huff.graph.bin,70.0,0.22534656524658203,48216.0,2.259385585784912,0.7233458161354065,0.9210784435272217,0.06909985840320587,-0.26949620246887207,-0.11290457844734192,0.7364380359649658,-1.7571898698806763,0.7442348003387451,0.18715804815292358,0.736407458782196,-0.01799142360687256,PreRoutGNN
test,data/8_rat/aes192.graph.bin,80.0,0.6576094627380371,234211.0,2.099112033843994,0.25929906964302063,0.35311052203178406,0.019987359642982483,-1.5672898292541504,0.23215661942958832,0.7991843819618225,-0.021947667002677917,0.959612250328064,0.5640716552734375,0.7992264032363892,0.6219748258590698,PreRoutGNN
test,data/8_rat/jpeg_encoder.graph.bin,80.0,0.6311087608337402,238216.0,3.9337410926818848,0.27626052498817444,0.20759320259094238,0.016459066420793533,-1.3466556072235107,0.17452798783779144,0.9265913963317871,0.05460911989212036,0.9384061694145203,0.5435471534729004,0.9266141057014465,0.6500214338302612,PreRoutGNN
test,data/8_rat/spm.graph.bin,80.0,0.06286168098449707,1121.0,1.7204499244689941,0.3866685926914215,0.7625782489776611,0.024074554443359375,-0.4609951078891754,-0.053791970014572144,0.10394211113452911,-0.6733338236808777,-0.18933308124542236,0.41472798585891724,0.09075790643692017,0.4148000478744507,PreRoutGNN
test,data/8_rat/synth_ram.graph.bin,80.0,0.10097455978393555,25910.0,37.700225830078125,0.5372469425201416,0.5086960792541504,0.04378116875886917,-0.04547557234764099,0.17363318800926208,0.8648290634155273,-0.737734854221344,0.1812673807144165,0.4002777934074402,0.8650517463684082,0.5677205920219421,PreRoutGNN
test,data/8_rat/usbf_device.graph.bin,80.0,0.3719477653503418,66345.0,1.965470790863037,0.3072788715362549,0.23079949617385864,0.025283975526690483,0.07256066799163818,0.25207000970840454,0.8679181337356567,0.1147797554731369,0.8956668376922607,0.5291333198547363,0.8677927851676941,0.5145286321640015,PreRoutGNN
test,data/8_rat/xtea.graph.bin,80.0,0.35184526443481445,10213.0,5.700657367706299,0.31652775406837463,0.3052831292152405,0.026327133178710938,0.37549859285354614,0.3317023515701294,0.8212301731109619,-0.09350866079330444,0.8199453353881836,0.5784181356430054,0.8207017183303833,0.5229930877685547,PreRoutGNN
test,data/8_rat/y_huff.graph.bin,80.0,0.21611928939819336,48216.0,2.7355144023895264,0.6448754668235779,0.9405804872512817,0.0415060855448246,-1.4514471292495728,-0.03943246603012085,0.7306594848632812,-0.25786542892456055,0.6903364658355713,0.27533721923828125,0.7308263778686523,0.38852500915527344,PreRoutGNN
test,data/8_rat/aes192.graph.bin,90.0,0.6477391719818115,234211.0,1.7714734077453613,0.2503272294998169,0.27512288093566895,0.018863467499613762,-1.2450273036956787,0.25617748498916626,0.8435736894607544,0.04660198092460632,0.9659161567687988,0.5791548490524292,0.8435690402984619,0.6432312726974487,PreRoutGNN
test,data/8_rat/jpeg_encoder.graph.bin,90.0,0.622534990310669,238216.0,6.008321285247803,0.24121661484241486,0.1971868872642517,0.016638651490211487,-1.2935656309127808,0.264015793800354,0.9302882552146912,0.05163559317588806,0.9059227705001831,0.6014485359191895,0.9302927851676941,0.646202802658081,PreRoutGNN
test,data/8_rat/spm.graph.bin,90.0,0.06220221519470215,1121.0,1.4370437860488892,0.32436421513557434,0.5578305125236511,0.01875228062272072,-0.2346286177635193,0.12407848238945007,0.3493318557739258,-0.2633635401725769,0.006583273410797119,0.5090335607528687,0.33488404750823975,0.5441729426383972,PreRoutGNN
test,data/8_rat/synth_ram.graph.bin,90.0,0.10087394714355469,25910.0,61.56815719604492,0.4796237349510193,0.4399149715900421,0.04029003530740738,-0.7922986149787903,0.2466496229171753,0.883111834526062,-0.31719687581062317,-0.3370704650878906,0.4646018147468567,0.8832981586456299,0.6021907329559326,PreRoutGNN
test,data/8_rat/usbf_device.graph.bin,90.0,0.3676424026489258,66345.0,1.819136619567871,0.26775917410850525,0.15795856714248657,0.02428991161286831,0.26618459820747375,0.34868180751800537,0.9095971584320068,0.19037070870399475,0.903434693813324,0.5896923542022705,0.9095177054405212,0.5336153507232666,PreRoutGNN
test,data/8_rat/xtea.graph.bin,90.0,0.35721826553344727,10213.0,4.955366611480713,0.2580491006374359,0.22076427936553955,0.025682656094431877,0.36183491349220276,0.4556429386138916,0.8709244728088379,0.009242832660675049,0.8434852957725525,0.6563055515289307,0.8703411817550659,0.5346700549125671,PreRoutGNN
test,data/8_rat/y_huff.graph.bin,90.0,0.21802568435668945,48216.0,3.6780641078948975,0.6639024615287781,0.6871355772018433,0.029063591733574867,-3.2056543827056885,-0.07394006848335266,0.8032666444778442,-0.0994110256433487,0.5836386680603027,0.2539560794830322,0.8033567667007446,0.5718300342559814,PreRoutGNN
test,data/8_rat/aes192.graph.bin,100.0,0.6519534587860107,234211.0,1.9088069200515747,0.26706573367118835,0.2088061422109604,0.018936756998300552,-0.912482738494873,0.2110256552696228,0.8813059329986572,0.031320199370384216,0.963273823261261,0.5510144233703613,0.8812757730484009,0.6418451070785522,PreRoutGNN
test,data/8_rat/jpeg_encoder.graph.bin,100.0,0.6315610408782959,238216.0,5.9484052658081055,0.29382815957069397,0.18565122783184052,0.016907190904021263,-1.2453296184539795,0.11762426793575287,0.9343620538711548,0.014497324824333191,0.906860888004303,0.5145208835601807,0.934370756149292,0.6404926776885986,PreRoutGNN
test,data/8_rat/spm.graph.bin,100.0,0.06274056434631348,1121.0,1.310496211051941,0.27807730436325073,0.4172568619251251,0.016798069700598717,-0.1368797868490219,0.25570595264434814,0.5151368379592896,0.011525526642799377,0.09406459331512451,0.579094648361206,0.5024936199188232,0.5916755199432373,PreRoutGNN
test,data/8_rat/synth_ram.graph.bin,100.0,0.10236096382141113,25910.0,55.50013732910156,0.4837304651737213,0.35248106718063354,0.03794504702091217,-0.5985734462738037,0.27186810970306396,0.90642249584198,-0.1429368108510971,-0.205291748046875,0.4600175619125366,0.9064928889274597,0.6253443360328674,PreRoutGNN
test,data/8_rat/usbf_device.graph.bin,100.0,0.37911438941955566,66345.0,1.7107900381088257,0.2705112397670746,0.12982888519763947,0.02594660222530365,0.35767191648483276,0.3449871838092804,0.9256654977798462,0.14012886583805084,0.909186065196991,0.5854752063751221,0.925631046295166,0.5018056631088257,PreRoutGNN
test,data/8_rat/xtea.graph.bin,100.0,0.3567366600036621,10213.0,5.003091812133789,0.21116189658641815,0.17716428637504578,0.02579236775636673,0.3292251229286194,0.557428240776062,0.8963807821273804,-0.006620928645133972,0.8419778943061829,0.7187544107437134,0.8959482312202454,0.5326822400093079,PreRoutGNN
test,data/8_rat/y_huff.graph.bin,100.0,0.21463394165039062,48216.0,2.647186517715454,0.5205453038215637,0.5489168167114258,0.0286162830889225,-2.645867347717285,0.14957289397716522,0.8430154323577881,0.03784303367137909,0.7003352642059326,0.4150501489639282,0.842911958694458,0.5784198641777039,PreRoutGNN
